Commune,NIS,Latitude,Longitude
Laarne,42010,51.0297265660001,3.84990745100004
Lebbeke,42011,51.0004363300001,4.12844711500003
Waasmunster,42023,51.1093190080001,4.08381226400007
Wetteren,42025,51.0063884050001,3.88563583300004
Wichelen,42026,51.0094909270001,3.97140488900004
Zele,42028,51.069047821,4.03705942600004
Assenede,43002,51.2262192040001,3.75346004100004
Eeklo,43005,51.1846464930001,3.56629809
Kaprijke,43007,51.2183418170001,3.61741429
Maldegem,43010,51.2090197,3.44540057700004
Sint-Laureins,43014,51.241696286,3.52422452200005
Zelzate,43018,51.202550156,3.80927575900006
Aalter,44084,51.08734295,3.44440412600005
De Pinte,44012,50.9926957170001,3.65102295200006
Deinze,44083,50.9822141550001,3.52632965100003
Destelbergen,44013,51.05556354,3.79816027200008
Evergem,44019,51.1105529650001,3.70769413400006
Gavere,44020,50.927705766,3.66004455900003
Gand,44021,51.054486577,3.72488365200007
Lochristi,44034,51.0959054840001,3.83072124100005
Lievegem,44085,51.094595444,3.60958525
Melle,44040,51.0031554700001,3.79874129
Merelbeke,44043,50.993790145,3.74636742500007
Moerbeke,44045,51.1724367630001,3.93830500300004
Nazareth,44048,50.959856863,3.59711544700002
Oosterzele,44052,50.9454514450001,3.80766024300004
Sint-Martens-Latem,44064,51.0212264570001,3.63971457600007
Wachtebeke,44073,51.1688728350001,3.85820512500004
Zulte,44081,50.935155616,3.46624324500004
Brakel,45059,50.8035991300001,3.76400640700007
Horebeke,45062,50.8377532100001,3.68695286700006
Kluisbergen,45060,50.7887961640001,3.51358468100005
Kruisem,45068,50.9049093680001,3.52769545900003
Lierde,45063,50.812684398,3.82403348800005
Maarkedal,45064,50.8117023250001,3.62597890900003
Audenarde,45035,50.843910001,3.60373048700006
Renaix,45041,50.747815234,3.60108117800007
Wortegem-Petegem,45061,50.8544430210001,3.50568013400004
Zwalm,45065,50.8777629090001,3.73255684500003
Beveren,46003,51.212808372,4.25662896600005
Kruibeke,46013,51.1710999590001,4.31337376600004
Lokeren,46014,51.1039170560001,3.98919958800008
Sint-Gillis-Waas,46020,51.217034084,4.12959559100005
Saint-Nicolas,46021,51.1648377390001,4.13909383200007
Stekene,46024,51.2058392600001,4.04086638600006
Tamise,46025,51.124665689,4.21393395100006
Affligem,23105,50.8962461930001,4.10987376200006
Asse,23002,50.910197843,4.20061559900006
Beersel,23003,50.7508118040001,4.33581775700003
Biévène,23009,50.717456826,3.94192344500004
Dilbeek,23016,50.8478596190001,4.26354776
Drogenbos,23098,50.7866962350001,4.31707465700003
Gammerages,23023,50.7539139470001,3.97064763100002
Gooik,23024,50.794757309,4.11395297300004
Grimbergen,23025,50.932107414,4.37224544
Hal,23027,50.7347783610001,4.23284727800007
Herne,23032,50.724382866,4.02880707600002
Hoeilaart,23033,50.7658995290001,4.47291638400003
Kampenhout,23038,50.9408723620001,4.55017928500007
Kapelle-op-den-Bos,23039,51.0130447820001,4.36037339800004
Kraainem,23099,50.8617126130001,4.46594258800008
Lennik,23104,50.8058782730001,4.15465074100007
Liedekerke,23044,50.8703282550001,4.08439302800002
Linkebeek,23100,50.773049675,4.33616574
Londerzeel,23045,51.0004193600001,4.30163304600006
Machelen,23047,50.9126315410001,4.43243529400007
Meise,23050,50.9508308380001,4.31156356
Merchtem,23052,50.95823274,4.23216899800002
Opwijk,23060,50.9702683150001,4.19186658
Overijse,23062,50.7698790150001,4.53510932800003
Pepingen,23064,50.759636819,4.15919417600003
Roosdaal,23097,50.8431992060001,4.07498457800006
Rhode-Saint-Genèse,23101,50.7453908090001,4.34594313500003
Sint-Pieters-Leeuw,23077,50.7810274240001,4.24455786100003
Steenokkerzeel,23081,50.9205486180001,4.50429401
Ternat,23086,50.8704574560001,4.18041060500002
Vilvorde,23088,50.9284024520001,4.42258046600006
Wemmel,23102,50.9073543120001,4.30339363400003
Wezembeek-Oppem,23103,50.844732736,4.48596002800002
Zaventem,23094,50.887288579,4.46613419500005
Zemst,23096,50.9845266820001,4.46455010700004
Aarschot,24001,50.985364874,4.83597817800006
Begijnendijk,24007,51.0199103,4.78224324200005
Bekkevoort,24008,50.9432348980001,4.97667494400002
Bertem,24009,50.865943099,4.63044493600006
Bierbeek,24011,50.826988133,4.75375799300002
Boortmeerbeek,24014,50.982193511,4.57193126900006
Boutersem,24016,50.828632225,4.82666787500006
Diest,24020,50.9847577620001,5.05000534300007
Geetbets,24028,50.891292278,5.11482864600003
Glabbeek,24137,50.872076394,4.95659812100007
Haacht,24033,50.970272062,4.63589697500004
Herent,24038,50.902969715,4.67278369600007
Hoegaarden,24041,50.773808413,4.88793464200006
Holsbeek,24043,50.9266451,4.80548562700005
Huldenberg,24045,50.7890913890001,4.58392040200005
Keerbergen,24048,51.0035718880001,4.62964995
Kortenaken,24054,50.9085794480001,5.06085914
Kortenberg,24055,50.885560114,4.53868801200002
Landen,24059,50.7533572620001,5.08151530300006
Louvain,24062,50.8789008620001,4.70119961400007
Linter,24133,50.805569027,5.06207014800003
Lubbeek,24066,50.883522525,4.84006799600007
Oud-Heverlee,24086,50.8269269200001,4.69025892600007
Rotselaar,24094,50.951861406,4.70961578400005
Montaigu-Zichem,24134,50.9795380370001,4.97508998700005
Tervuren,24104,50.8243824460001,4.51210497800002
Tielt-Winge,24135,50.9360810060001,4.90955257200005
Tirlemont,24107,50.806958427,4.93775101900007
Tremelo,24109,50.9912524100001,4.70464103900002
Léau,24130,50.8331700160001,5.10665232400004
Beernem,31003,51.139856862,3.33320491
Blankenberge,31004,51.310874751,3.13224613300002
Bruges,31005,51.208297648,3.22713522600003
Damme,31006,51.2516593330001,3.28169390200003
Jabbeke,31012,51.1828634230001,3.09482800400002
Knokke-Heist,31043,51.343277105,3.28987061100003
Oostkamp,31022,51.1546985520001,3.23502365600007
Torhout,31033,51.06459742,3.10166634100005
Zedelgem,31040,51.1427107170001,3.13640410300007
Zuienkerke,31042,51.2653617650001,3.15464003900007
Dixmude,32003,51.033568539,2.86460060700006
Houthulst,32006,50.978504576,2.95107146500004
Koekelare,32010,51.0891719970001,2.97888946400008
Kortemark,32011,51.0253686830001,3.04172682100005
Lo-Reninge,32030,50.97975079,2.74947321500002
Heuvelland,33039,50.7806395310001,2.82364994
Ypres,33011,50.8514516330001,2.88615049600003
Langemark-Poelkapelle,33040,50.914758061,2.91748124100008
Poperinge,33021,50.8554179430001,2.72759556700004
Vleteren,33041,50.9325756060001,2.73828417500005
Wervik,33029,50.778078479,3.04363551300003
Zonnebeke,33037,50.873334517,2.98768878700002
Anzegem,34002,50.83223186,3.47811843400007
Avelgem,34003,50.7758739700001,3.44424152800002
Deerlijk,34009,50.8519950570001,3.35294897800003
Harelbeke,34013,50.8564626940001,3.31135982900003
Courtrai,34022,50.828128512,3.26467290100004
Kuurne,34023,50.8501272230001,3.28613347300006
Lendelede,34025,50.886048573,3.23870698900004
Menin,34027,50.7960379960001,3.12014391500003
Espierres-Helchin,34043,50.7205098840001,3.36024003500006
Waregem,34040,50.885087819,3.43276196800002
Wevelgem,34041,50.808589317,3.18146455700003
Zwevegem,34042,50.8131175330001,3.34050250500007
Bredene,35002,51.2404538330001,2.96518763
De Haan,35029,51.2756831880001,3.02991877400007
Gistel,35005,51.154061739,2.96143377200002
Ichtegem,35006,51.1293684890001,3.02697017300005
Middelkerke,35011,51.1849980980001,2.82130772300007
Ostende,35013,51.226382191,2.91795245900005
Oudenburg,35014,51.1845722570001,3.00244922800005
Hooglede,36006,50.978687683,3.08266658600007
Ingelmunster,36007,50.9201135430001,3.25559328600002
Izegem,36008,50.920317626,3.21409530100004
Ledegem,36010,50.8590344,3.13441439700006
Lichtervelde,36011,51.0278097230001,3.13993687100003
Moorslede,36012,50.891291811,3.06382211800008
Roulers,36015,50.9445347930001,3.12479421
Staden,36019,50.9745154500001,3.01415621800004
Ardooie,37020,50.979567681,3.19690777700004
Dentergem,37002,50.9643414160001,3.41904569100006
Meulebeke,37007,50.9489092860001,3.28839675200004
Oostrozebeke,37010,50.9207403660001,3.33430069900004
Pittem,37011,50.995253985,3.26628709500005
Ruiselede,37012,51.041069941,3.39708307700005
Tielt,37015,51.0010564200001,3.32739341200005
Wielsbeke,37017,50.911105299,3.37317952300003
Wingene,37018,51.057870301,3.27713949300005
Alveringem,38002,51.01198478,2.70730799600005
La Panne,38008,51.0967241130001,2.58824475100005
Koksijde,38014,51.1186006040001,2.63443136500007
Nieuport,38016,51.1292045960001,2.75142936700007
Furnes,38025,51.0699685330001,2.66112850500002
Beauvechain,25005,50.7809650130001,4.77252562400002
Braine-l'Alleud,25014,50.6828802840001,4.36931904500005
Braine-le-Château,25015,50.682470267,4.26945088200006
Chastre,25117,50.6110236,4.64457948800003
Chaumont-Gistoux,25018,50.6840524850001,4.69762079600002
Court-Saint-Etienne,25023,50.6441612620001,4.56852488900006
Genappe,25031,50.6105092720001,4.44532956300003
Grez-Doiceau,25037,50.738638746,4.69626673500005
Hélécine,25118,50.757732365,4.99062289200003
Incourt,25043,50.6918136370001,4.79848744600002
Ittre,25044,50.6489810590001,4.26308433
Jodoigne,25048,50.724423308,4.86699039400003
La Hulpe,25050,50.731298398,4.48921256900007
Lasne,25119,50.6977764170001,4.47154243900007
Mont-Saint-Guibert,25068,50.6367726730001,4.61248060600008
Nivelles,25072,50.5978765350001,4.32346878400006
Orp-Jauche,25120,50.7003336700001,4.98849102600008
Ottignies-Louvain-la-Neuve,25121,50.6651224460001,4.56630287700006
Perwez,25084,50.623843858,4.81383799300005
Ramillies,25122,50.644052904,4.87076416200006
Rebecq,25123,50.6653385490001,4.13258355100004
Rixensart,25091,50.712649449,4.52141435400006
Tubize,25105,50.6933586690001,4.20534866400004
Villers-la-Ville,25107,50.572547426,4.53465635600003
Walhain,25124,50.6180753940001,4.69534308600004
Waterloo,25110,50.715330748,4.39576107700003
Wavre,25112,50.7160437520001,4.60824806600004
Ath,51004,50.630567994,3.77709100300007
Beloeil,51008,50.520682836,3.6803169
Bernissart,51009,50.4756537910001,3.65136533100002
Brugelette,51012,50.5952754910001,3.85196910300004
Chièvres,51014,50.5868595410001,3.80998074400003
Ellezelles,51017,50.733747367,3.68133059
Flobecq,51019,50.738422954,3.73400248200005
Frasnes-lez-Anvaing,51065,50.666719238,3.61845104200006
Aiseau-Presles,52074,50.4165499420001,4.57111392700006
Châtelet,52012,50.416444986,4.52258390400004
Chapelle-lez-Herlaimont,52010,50.471405281,4.27984855800003
Charleroi,52011,50.4120893750001,4.44352565500003
Courcelles,52015,50.457825718,4.37569885500005
Farciennes,52018,50.4315340900001,4.54646592400007
Fleurus,52021,50.4880411890001,4.55197437100003
Fontaine-l'Evêque,52022,50.4123467410001,4.32421819
Gerpinnes,52025,50.3381019270001,4.52836089
Les Bons Villers,52075,50.5321439150001,4.44645672
Manage,55086,50.4901033300001,4.22702807
Montigny-le-Tilleul,52048,50.379440446,4.38014757
Pont-à-celles,52055,50.5124104060001,4.36148161400007
Seneffe,55085,50.5296189680001,4.25688267600003
Comines-Warneton,57097,50.768353733,2.99931357200006
Messines,33016,50.7655384560001,2.89770896900006
Mouscron,57096,50.7434684630001,3.21413324
Boussu,53014,50.4339356620001,3.79647277700008
Colfontaine,53082,50.4215654110001,3.84335966600003
Dour,53020,50.3958096700001,3.77998388600002
Frameries,53028,50.4112606950001,3.89164051600005
Hensies,53039,50.4323502940001,3.6851554
Honnelles,53083,50.3490327320001,3.73481945
Jurbise,53044,50.5342486920001,3.90693488900007
Lens,53046,50.556117526,3.90290964
Mons,53053,50.454850347,3.95212777500006
Quévy,53084,50.3795855480001,4.02908198900008
Quaregnon,53065,50.443516355,3.86453211
Quiévrain,53068,50.405053077,3.68273534700006
Saint-Ghislain,53070,50.4721656580001,3.81567166800005
Ecaussinnes,55050,50.569277513,4.17508641600006
Braine-le-Comte,55004,50.610832617,4.13681982500003
Enghien,51067,50.6955807520001,4.04072959600006
La Louvière,58001,50.4795443730001,4.18497795700006
Le Roeulx,55035,50.5012408920001,4.10926531800004
Lessines,51069,50.7120205800001,3.82896237
Silly,51068,50.6482498450001,3.92355097100005
Soignies,55040,50.5794139920001,4.06860510700005
Anderlues,56001,50.406771496,4.27074145100005
Beaumont,56005,50.237140998,4.23499191800005
Binche,58002,50.41063122,4.16551057700002
Chimay,56016,50.0488658130001,4.31522005600004
Erquelinnes,56022,50.3100188540001,4.12187838800003
Estinnes,58003,50.39705108,4.09776490200005
Froidchapelle,56029,50.1510534220001,4.32946524200003
Ham-sur-Heure-Nalinnes,56086,50.321597534,4.39245801800007
Lobbes,56044,50.345068031,4.26535533600003
Merbes-le-Château,56049,50.3238335820001,4.16549719500006
Momignies,56051,50.030001842,4.16618308
Morlanwelz,58004,50.4561822300001,4.24198879400006
Sivry-Rance,56088,50.167594539,4.18097923800002
Thuin,56078,50.339104483,4.28881966
Antoing,57003,50.5656758650001,3.44886353400005
Brunehaut,57093,50.5138327590001,3.41664330900005
Celles,57018,50.710202021,3.45824829900005
Estaimpuis,57027,50.6868569820001,3.27022766900006
Leuze-en-Hainaut,57094,50.6007039620001,3.62140678800006
Mont-de-l'Enclus,57095,50.743758332,3.50704165300004
Péruwelz,57064,50.5077664720001,3.5911774
Pecq,57062,50.6860070070001,3.34006344200003
Rumes,57072,50.549188842,3.34131889200006
Tournai,57081,50.6029580690001,3.38681117400006
Amay,61003,50.550839497,5.32472524400004
Anthisnes,61079,50.481453195,5.52162171500004
Burdinne,61010,50.5833837210001,5.07349028400006
Clavier,61012,50.411923061,5.36384105300004
Engis,61080,50.5827525610001,5.40404449800008
Ferrières,61019,50.4001359960001,5.60611010700006
Héron,61028,50.528645447,5.13979702
Hamoir,61024,50.4255455950001,5.52841953400002
Huy,61031,50.5182958990001,5.24119335200004
Marchin,61039,50.479935778,5.22627745700004
Modave,61041,50.4832561360001,5.29810312700005
Nandrin,61043,50.5065094330001,5.41958901200007
Ouffet,61048,50.438301321,5.46659590100006
Tinlot,61081,50.478415157,5.37819603400004
Verlaine,61063,50.605092369,5.32204225200007
Villers-le-Bouillet,61068,50.5692975440001,5.26366774300004
Wanze,61072,50.5373607110001,5.21344909300007
Ans,62003,50.6674972390001,5.50738176800007
Awans,62006,50.666592419,5.46351894300005
Aywaille,62009,50.475764585,5.67722536900004
Beyne-Heusay,62015,50.6228014,5.65150331500007
Bassenge,62011,50.7590593680001,5.61037336400005
Blégny,62119,50.6724333070001,5.72439179100007
Chaudfontaine,62022,50.591811267,5.61036706900006
Comblain-au-Pont,62026,50.4758111830001,5.57564049700005
Dalhem,62027,50.7432451820001,5.73052601900002
Esneux,62032,50.533836611,5.56817323600006
Flémalle,62120,50.5990891710001,5.47011169400002
Fléron,62038,50.617119072,5.68152563900003
Grâce-Hollogne,62118,50.6324135030001,5.47680375400006
Herstal,62051,50.6649688410001,5.63040984800006
Juprelle,62060,50.710767602,5.52810881200003
Liège,62063,50.6453615780001,5.57563156400005
Neupré,62121,50.5355276340001,5.48085084800005
Oupeye,62079,50.735458964,5.66732543100005
Saint-Nicolas,62093,50.6319488620001,5.53841755500002
Seraing,62096,50.6149592180001,5.50919868700004
Soumagne,62099,50.6331026730001,5.73180284600005
Sprimont,62100,50.5055825810001,5.66253888500006
Trooz,62122,50.5769652340001,5.67536865400007
Visé,62108,50.735018918,5.69353165200005
Amblève,63001,50.3541479090001,6.16844053700004
Aubel,63003,50.7055031190001,5.85867762800007
Bullange,63012,50.4061302100001,6.25607026
Butgenbach,63013,50.4216176800001,6.17810687300005
Baelen,63004,50.629854,5.97122683800006
Burg-Reuland,63087,50.220758275,6.07796986800003
Dison,63020,50.608502914,5.85466221200005
Eupen,63023,50.6321460790001,6.02976666700005
Herve,63035,50.6394065900001,5.7937756
Jalhay,63038,50.558532191,5.96765756
La Calamine,63040,50.715836462,6.01320819200004
Lierneux,63045,50.283726415,5.79474587100003
Limbourg,63046,50.6198587470001,5.94225657500004
Lontzen,63048,50.661678345,5.98577150800003
Malmedy,63049,50.4262016550001,6.02738049100003
Olne,63057,50.5907157190001,5.74815181700006
Pepinster,63058,50.5669982630001,5.80360248600005
Plombières,63088,50.73276846,5.96707764600006
Raeren,63061,50.6759229400001,6.11134233700005
Saint-Vith,63067,50.280498924,6.12573487700007
Spa,63072,50.493440455,5.86674550700008
Stavelot,63073,50.3944889970001,5.93038911300005
Stoumont,63075,50.4076344380001,5.80795352900003
Theux,63076,50.5349734380001,5.81334771100006
Thimister-Clermont,63089,50.653048878,5.86448805900005
Trois-Ponts,63086,50.375503671,5.87262086400006
Verviers,63079,50.593103345,5.86748657700002
Waimes,63080,50.4141659570001,6.10960171500005
Welkenraedt,63084,50.6613956780001,5.97425860900006
Berloz,64008,50.6986003860001,5.21136871500005
Braives,64015,50.627841522,5.14847757400003
Crisnée,64021,50.714691885,5.39553226900006
Donceel,64023,50.639382992,5.32326422400007
Faimes,64076,50.6573246630001,5.25202596800005
Fexhe-le-Haut-Clocher,64025,50.6640826060001,5.39905245900007
Geer,64029,50.668204351,5.17094628
Hannut,64034,50.6738021560001,5.07935932400005
Lincent,64047,50.7144509450001,5.03312387600005
Oreye,64056,50.728719197,5.35361019300007
Remicourt,64063,50.6784305480001,5.32037360700002
Saint-Georges-sur-Meuse,64065,50.600782355,5.35635350600006
Waremme,64074,50.698034523,5.25647925400006
Wasseiges,64075,50.6238222650001,5.00107702500003
Gingelom,71017,50.749909245,5.13497206100004
Arlon,81001,49.6836744190001,5.81677936
Attert,81003,49.7517546010001,5.78411984400003
Aubange,81004,49.5613056330001,5.83035565600005
Martelange,81013,49.8305955120001,5.73522882900005
Messancy,81015,49.5948500600001,5.8141319
Bastogne,82003,50.0022780730001,5.71767995400006
Bertogne,82005,50.0832481350001,5.66679364700002
Fauvillers,82009,49.8507203180001,5.66669753900004
Gouvy,82037,50.224565297,5.91738866600002
Houffalize,82014,50.130287518,5.78975494300005
Sainte-Ode,82038,50.0358702230001,5.52457603500005
Vaux-sur-Sûre,82036,49.910317154,5.56534521800006
Vielsalm,82032,50.284728369,5.91689395400005
Durbuy,83012,50.3517844450001,5.49636503700003
Erezée,83013,50.293619463,5.55782524400007
Hotton,83028,50.2702192610001,5.44940195900006
La Roche-en-Ardenne,83031,50.181271128,5.57535788800004
Manhay,83055,50.2909895130001,5.67554311
Marche-en-Famenne,83034,50.2260636180001,5.34022837700007
Nassogne,83040,50.1284072670001,5.34216009600004
Rendeux,83044,50.234664019,5.50964650400005
Tenneville,83049,50.0922054220001,5.52268513400003
Bertrix,84009,49.8547104140001,5.25648338200006
Bouillon,84010,49.7949341710001,5.06793228300006
Daverdisse,84016,50.0014139310001,5.01747309200005
Herbeumont,84029,49.7818160690001,5.23711004900002
Léglise,84033,49.7992133290001,5.53597599500006
Libin,84035,49.9811796130001,5.25643902600007
Libramont-Chevigny,84077,49.9152502960001,5.37623565
Neufchâteau,84043,49.8402053670001,5.4354539
Paliseul,84050,49.903748148,5.13726783700002
Saint-Hubert,84059,50.025050386,5.37389923400002
Tellin,84068,50.081638314,5.21628275100005
Wellin,84075,50.082138334,5.11351156500007
Chiny,85007,49.6944268920001,5.41093105500005
Etalle,85009,49.6737141680001,5.60160311500005
Florenville,85011,49.7006620550001,5.31010205400003
Habay,85046,49.731734472,5.65411798500003
Meix-devant-Virton,85024,49.6045002600001,5.47862274
Musson,85026,49.5581422710001,5.70519431900004
Rouvroy,85047,49.553926668,5.49827209600005
Saint-Léger,85034,49.6125729820001,5.65483611900004
Tintigny,85039,49.6831602950001,5.51382270900007
Virton,85045,49.5668472200001,5.53134660500007
Anhée,91005,50.3098373120001,4.87711222100006
Beauraing,91013,50.110312311,4.95643217
Bièvre,91015,49.937951706,5.02158230100002
Ciney,91030,50.296644315,5.10135538600002
Dinant,91034,50.2593191500001,4.91292111500007
Gedinne,91054,49.980704904,4.93671097100002
Hamois,91059,50.325796552,5.12077475
Hastière,91142,50.2128183720001,4.82068988700007
Havelange,91064,50.385719479,5.24476734400002
Houyet,91072,50.1869437710001,5.00695923300003
Onhaye,91103,50.2418475310001,4.83931527500005
Rochefort,91114,50.1591660080001,5.22326932100003
Somme-Leuze,91120,50.28976011,5.33988398400004
Vresse-sur-Semois,91143,49.8725597220001,4.93377824700002
Yvoir,91141,50.3260131500001,4.87848796
Andenne,92003,50.489282519,5.09568492
Assesse,92006,50.3718897890001,5.02048405700003
Eghezée,92035,50.591674379,4.90599521200005
Fernelmont,92138,50.5562776100001,4.98420211500007
Floreffe,92045,50.4366510140001,4.75976262400007
Fosses-la-Ville,92048,50.396573345,4.69684405600003
Gembloux,92142,50.5599276510001,4.69417260300003
Gesves,92054,50.405715399,5.06656973500003
Jemeppe-sur-Sambre,92140,50.465761834,4.66798776
La Bruyère,92141,50.5055969810001,4.80459387200005
